B2D1 Dis,B2D1 Force,B1D2 Dis,B1D2 Force,B1D3 Dis,B1D3 Force
,,1.22243,72.4156,1.22204,75.7904
,,1.22265,72.1927,1.22223,75.5683
,,1.22287,71.8131,1.22243,75.9537
,,1.2231,71.5948,1.22263,76.355
,,1.22333,71.6749,1.22285,76.4983
,,1.22356,72.3689,1.22308,76.7719
,,1.22378,73.3536,1.22331,77.4188
,,1.22398,73.9832,1.22354,77.5234
,,1.22418,73.709,1.22376,76.9879
,,1.22437,73.238,1.22397,76.1774
,,1.22455,72.5444,1.22418,76.0473
,,1.22473,72.3614,1.22437,76.3983
,,1.2249,72.5221,1.22455,76.5997
,,1.22508,73.0388,1.22472,76.6104
,,1.22527,73.2833,1.22489,77.0021
,,1.22547,73.4346,1.22507,77.6565
,,1.22569,73.6655,1.22525,78.2498
,,1.22591,73.7353,1.22545,78.5067
,,1.22613,73.5543,1.22566,78.4643
,,1.22635,73.7608,1.22588,77.7137
,,1.22657,73.8981,1.22609,76.6538
,,1.22677,74.1101,1.22631,76.201
,,1.22696,73.874,1.22652,76.9224
,,1.22715,73.6076,1.22669,77.9699
,,1.22734,73.102,1.22689,78.9339
,,1.22753,72.8342,1.22708,79.3069
,,1.22772,73.284,1.22727,79.1134
,,1.22791,74.3993,1.22746,78.7285
,,1.2281,75.4842,1.22765,78.3427
,,1.2283,75.8556,1.22784,78.1685
,,1.2285,75.62,1.22804,78.4541
,,1.22871,75.2303,1.22824,78.6552
,,1.22892,74.5081,1.22844,78.3032
,,1.22912,73.6343,1.22864,77.5783
,,1.22933,73.0158,1.22885,77.6086
,,1.22955,73.3296,1.22906,78.6764
,,1.22976,74.1964,1.22925,79.7336
,,1.22996,75.0694,1.22946,80.3773
,,1.23016,75.6873,1.22966,80.2869
,,1.23036,75.9955,1.22987,79.7213
,,1.23056,75.8427,1.23007,79.1019
,,1.23077,75.5651,1.23026,78.8363
,,1.23098,75.2579,1.23046,79.0401
,,1.2312,75.2565,1.23066,79.1901
,,1.2314,75.051,1.23086,79.4423
,,1.2316,74.8269,1.23107,79.7924
,,1.23179,74.4897,1.23128,80.2024
,,1.23198,74.4388,1.23148,80.2062
,,1.23216,75.0609,1.23168,79.8988
,,1.23232,76.0991,1.23187,80.1718
,,1.2325,76.9462,1.23205,81.023
,,1.23268,77.3099,1.23224,81.1353
,,1.23288,76.8943,1.23242,80.3889
,,1.23307,76.1308,1.23261,79.5883
,,1.23327,75.3184,1.23281,79.6119
,,1.23348,75.2065,1.23301,80.1047
,,1.2337,75.5136,1.23321,80.7491
,,1.23391,75.8244,1.23342,81.1045
,,1.23413,75.8119,1.23364,81.3352
,,1.23434,75.935,1.23386,81.5303
,,1.23453,76.4697,1.23408,81.6499
,,1.23473,77.2637,1.23429,81.3601
,,1.23491,77.7545,1.2345,80.8745
,,1.2351,77.4284,1.23469,80.7211
,,1.23528,76.5989,1.23487,80.825
,,1.23547,76.2644,1.23505,80.9723
,,1.23566,76.4093,1.23523,81.1947
,,1.23585,76.755,1.23541,81.5907
,,1.23606,76.8306,1.2356,81.9651
,,1.23627,77.1706,1.23579,82.2407
,,1.2365,77.7157,1.23598,82.5911
,,1.23673,77.7021,1.23619,82.8527
,,1.23696,77.3161,1.23641,82.6015
,,1.23718,77.1496,1.23664,82.0307
,,1.23739,77.2595,1.23687,81.8935
,,1.23759,77.2882,1.2371,81.9697
,,1.23777,77.0463,1.23732,81.7234
,,1.23794,77.1815,1.23752,81.151
,,1.23811,77.5088,1.23771,81.3643
,,1.23828,77.6453,1.23786,82.5358
,,1.23845,77.9503,1.23798,83.5492
,,1.23863,78.5124,1.23815,84.3969
,,1.23882,78.8705,1.23832,84.1796
,,1.23903,78.542,1.2385,83.6758
,,1.23925,78.273,1.23869,83.2613
,,1.23948,78.4305,1.23888,82.4033
,,1.23971,78.338,1.2391,81.8801
,,1.23994,78.1021,1.23932,82.3573
,,1.24016,77.7856,1.23952,83.4247
,,1.24037,77.7602,1.23975,84.023
,,1.24057,77.9914,1.23998,83.8708
,,1.24076,78.4291,1.2402,83.7194
,,1.24094,79.0595,1.24042,83.9677
,,1.24112,79.4597,1.24062,84.1602
,,1.24129,79.5931,1.24081,84.222
,,1.24148,79.5062,1.24099,84.017
,,1.24167,79.0596,1.24117,83.5788
,,1.24187,78.6245,1.24134,83.3766
,,1.24209,78.3163,1.24152,83.4718
,,1.2423,78.4034,1.24172,84.0307
,,1.24252,79.1065,1.24192,84.8916
,,1.24274,79.8139,1.24213,85.4505
,,1.24295,80.4776,1.24234,85.3914
,,1.24315,80.3776,1.24256,85.1324
,,1.24335,80.0826,1.24277,84.7989
,,1.24355,79.8479,1.24297,84.3283
,,1.24374,79.8128,1.24317,83.854
,,1.24394,79.7602,1.24337,84.1561
,,1.24413,79.3346,1.24356,84.978
,,1.24434,79.213,1.24375,85.4253
,,1.24454,79.5885,1.24394,85.4322
,,1.24475,79.8141,1.24414,85.2646
,,1.24496,80.2969,1.24434,85.5166
,,1.24516,80.697,1.24454,85.95
,,1.24536,81.0527,1.24475,86.3712
,,1.24556,80.8271,1.24496,86.2495
,,1.24575,80.5079,1.24517,85.6692
,,1.24595,80.3413,1.24537,85.194
,,1.24614,80.1664,1.24557,85.2763
,,1.24632,80.0718,1.24577,85.5117
,,1.24651,80.3429,1.24597,85.7656
,,1.2467,80.6538,1.24616,86.3686
,,1.24689,81.332,1.24635,86.8759
,,1.2471,81.6819,1.24655,86.9415
,,1.24732,82.0376,1.24674,86.7882
,,1.24754,81.8299,1.24695,86.8854
,,1.24775,81.32,1.24716,86.804
,,1.24796,80.8447,1.24737,86.5414
,,1.24816,80.5987,1.24759,86.3691
,,1.24836,80.6201,1.2478,86.4483
,,1.24854,80.9495,1.248,86.4401
,,1.24872,81.2293,1.24819,86.7188
,,1.2489,81.5598,1.24838,87.2967
,,1.24908,81.7648,1.24856,87.4968
,,1.24926,82.1863,1.24873,87.3333
,,1.24945,82.4606,1.24891,87.4079
,,1.24965,82.5877,1.24909,87.9718
,,1.24986,82.6524,1.24928,88.1758
,,1.25009,82.6165,1.24948,87.8696
,,1.25031,82.3581,1.24968,87.3564
,,1.25055,81.693,1.2499,87.0405
,,1.25077,80.9974,1.25012,87.0697
,,1.25099,81.0276,1.25035,87.6209
,,1.25119,81.8167,1.25058,88.6377
,,1.25134,82.9373,1.25081,89.4269
,,1.25151,83.5982,1.25102,89.1601
,,1.25168,83.5494,1.25122,88.2923
,,1.25185,82.9799,1.2514,87.5581
,,1.25202,82.6902,1.25158,87.474
,,1.2522,82.5838,1.25175,88.0434
,,1.2524,82.65,1.25192,88.7729
,,1.25262,82.8948,1.25209,89.2825
,,1.25284,82.9332,1.25228,89.3936
,,1.25308,82.6858,1.25248,89.025
,,1.25331,82.7453,1.2527,88.6883
,,1.25354,83.1402,1.25292,88.9279
,,1.25375,84.0617,1.25315,89.6685
,,1.25395,84.5231,1.25338,90.0853
,,1.25414,84.4486,1.25361,89.5163
,,1.25431,83.6569,1.25381,88.5601
,,1.25448,82.8742,1.25401,88.1155
,,1.25464,82.5079,1.25419,88.7161
,,1.25481,82.7555,1.25436,89.5275
,,1.25499,83.483,1.25452,90.0137
,,1.25518,84.3923,1.25469,90.542
,,1.25538,84.6584,1.25487,91.1528
,,1.25559,84.5649,1.25505,90.8426
,,1.25581,84.2896,1.25524,89.7887
,,1.25604,84.6241,1.25545,89.3117
,,1.25626,84.8516,1.25566,89.7823
,,1.25648,84.5629,1.25588,90.19
,,1.2567,84.0231,1.2561,90.2237
,,1.25691,83.6315,1.25632,90.334
,,1.25712,83.7788,1.25654,90.8432
,,1.25732,84.1738,1.25676,91.2041
,,1.25752,84.5911,1.25697,91.0423
,,1.25771,85.3005,1.25717,91.0288
,,1.2579,85.829,1.25738,91.4498
,,1.25808,86.152,1.25757,91.4091
,,1.25828,85.8018,1.25777,90.6246
,,1.25848,85.3885,1.25796,90.2426
,,1.25868,85.1878,1.25816,90.9193
,,1.25889,84.8708,1.25836,91.4014
,,1.25909,84.4546,1.25857,91.3247
,,1.25928,84.1879,1.25878,91.2391
,,1.25948,84.5148,1.25898,91.7918
,,1.25967,85.3152,1.25917,92.4595
,,1.25986,86.1251,1.25937,92.8592
,,1.26006,86.7958,1.25956,92.6635
,,1.26025,86.8914,1.25975,92.2453
,,1.26046,86.5976,1.25994,91.6156
,,1.26067,86.0206,1.26013,91.0127
,,1.26088,85.4744,1.26033,91.0694
,,1.26109,85.4861,1.26052,92.0828
,,1.26129,85.614,1.26068,93.1184
,,1.26149,85.5753,1.26089,93.6734
,,1.26169,85.5699,1.26109,93.2221
,,1.26188,85.9195,1.2613,92.8515
,,1.26207,86.879,1.2615,92.8884
,,1.26226,87.4839,1.26169,92.9754
,,1.26245,87.6219,1.26189,92.7093
,,1.26264,87.2986,1.26208,92.5898
,,1.26284,86.9711,1.26227,92.5719
,,1.26304,86.5868,1.26246,92.4721
,,1.26325,85.9102,1.26266,92.4751
,,1.26347,85.7216,1.26285,93.2389
,,1.2637,86.1484,1.26306,94.2034
,,1.26393,87.112,1.26327,94.8706
,,1.26416,87.6367,1.26349,94.8086
,,1.26438,87.7095,1.26372,94.3036
,,1.26457,87.6563,1.26395,93.6138
,,1.26475,87.5985,1.26418,93.1262
,,1.26492,87.5948,1.26439,93.114
,,1.26509,87.5051,1.26458,93.3182
,,1.26525,87.3349,1.26476,93.7026
,,1.26542,87.2098,1.26493,93.9506
,,1.2656,86.8572,1.26509,94.0262
,,1.26579,87.0962,1.26526,94.4474
,,1.26599,87.9709,1.26543,95.1493
,,1.26621,88.8603,1.26561,95.8461
,,1.26643,88.828,1.2658,95.934
,,1.26666,88.4654,1.266,95.3371
,,1.26689,88.2743,1.26621,94.3878
,,1.26712,88.0897,1.26643,93.7294
,,1.26734,87.6449,1.26666,93.7113
,,1.26755,87.5032,1.2669,94.272
,,1.26774,87.4914,1.26713,95.2443
,,1.26792,87.7677,1.26735,96.1485
,,1.2681,88.0342,1.26756,96.4946
,,1.26826,88.758,1.26776,96.3814
,,1.26844,89.3762,1.26794,95.8781
,,1.26862,89.7383,1.26811,95.4563
,,1.26881,89.7255,1.26829,95.1633
,,1.26901,89.5679,1.26846,95.2171
,,1.26923,89.3196,1.26863,95.434
,,1.26946,88.8466,1.26882,95.6114
,,1.2697,88.3054,1.26903,96.0067
,,1.26993,88.242,1.26924,96.5618
,,1.27015,88.3856,1.26946,96.7788
,,1.27036,88.734,1.26969,96.8455
,,1.27056,88.9263,1.26992,96.8057
,,1.27074,89.5349,1.27014,96.8974
,,1.27092,90.157,1.27035,96.7057
,,1.27109,90.4683,1.27055,96.2281
,,1.27126,90.4778,1.27074,95.9698
,,1.27143,90.2291,1.27092,96.0466
,,1.27161,89.6468,1.27109,96.3368
,,1.27181,89.1708,1.27127,96.8884
,,1.27201,88.7105,1.27145,97.5027
,,1.27222,88.9089,1.27163,98.0885
,,1.27244,89.59,1.27183,98.2387
,,1.27262,90.613,1.27203,98.2581
,,1.27283,91.3295,1.27225,97.9134
,,1.27305,91.4769,1.27246,97.3205
,,1.27326,91.199,1.27268,96.7994
,,1.27347,90.719,1.2729,96.8585
,,1.27368,90.3337,1.27311,97.3449
,,1.27388,89.9549,1.27332,97.832
,,1.27409,89.7068,1.27352,98.1601
,,1.27429,89.8373,1.27372,98.4121
,,1.27449,89.9823,1.27392,98.4022
,,1.27469,90.4836,1.27412,98.6051
,,1.27488,90.9726,1.27432,98.9859
,,1.27508,91.5907,1.27452,99.153
,,1.27527,91.9101,1.27472,98.6805
,,1.27547,91.6443,1.27492,97.955
,,1.27566,91.2834,1.27512,97.8946
,,1.27585,91.1005,1.27532,98.3697
,,1.27604,90.8991,1.27551,98.6405
,,1.27623,90.9048,1.2757,98.6908
,,1.27642,90.9909,1.27589,99.0732
,,1.27662,91.5171,1.27608,99.7842
,,1.27681,91.7833,1.27627,99.7171
,,1.27702,92.0342,1.27647,99.5363
,,1.27723,92.0241,1.27667,99.7071
,,1.27745,91.9695,1.27687,99.9463
,,1.27766,92.1127,1.27708,99.6307
,,1.27787,92.1246,1.27729,99.1871
,,1.27807,91.8624,1.27751,99.1491
,,1.27826,91.6169,1.27772,99.2697
,,1.27845,91.4657,1.27793,99.4257
,,1.27863,91.6994,1.27813,99.928
,,1.27882,91.9157,1.27832,100.674
,,1.279,92.3561,1.2785,101.1824
,,1.27919,92.876,1.27868,101.0862
,,1.27939,93.4316,1.27886,100.5978
,,1.27959,93.7254,1.27904,100.1257
,,1.27981,93.25,1.27923,99.7391
,,1.28004,92.6122,1.27942,99.6227
,,1.28027,92.4229,1.27963,100.0928
,,1.28051,92.2716,1.27984,100.9226
,,1.28073,92.2151,1.28007,101.7719
,,1.28094,92.3825,1.2803,101.8431
,,1.28114,93.2258,1.28054,101.6778
,,1.28132,93.692,1.28076,101.4242
,,1.28148,93.5953,1.28097,101.1739
,,1.28165,93.6276,1.28117,100.7905
,,1.28181,93.6575,1.28135,100.4864
,,1.28197,93.5019,1.28152,100.7806
,,1.28215,93.1151,1.28168,101.4198
,,1.28233,93.3704,1.28185,101.8356
,,1.28253,93.8218,1.28203,102.0113
,,1.28274,93.8733,1.28221,102.2174
,,1.28297,93.6457,1.2824,102.3499
,,1.28321,93.4841,1.2826,102.4017
,,1.28344,93.7544,1.28282,102.3738
,,1.28367,94.2162,1.28304,102.304
,,1.28389,94.5906,1.28327,101.9924
,,1.2841,94.9638,1.28349,101.8001
,,1.28429,94.7759,1.28371,101.7318
,,1.28448,94.138,1.28393,102.0226
,,1.28465,93.5495,1.28413,102.5035
,,1.28482,93.3762,1.28433,102.8281
,,1.285,93.7197,1.28451,103.1873
,,1.28518,94.4482,1.28469,103.6451
,,1.28537,95.2499,1.28486,103.7448
,,1.28558,95.4995,1.28504,103.3159
,,1.28579,95.266,1.28523,102.7446
,,1.28602,95.1827,1.28543,102.5688
,,1.28625,94.9898,1.28564,102.8488
,,1.28646,94.9251,1.28586,103.3036
,,1.28667,94.7996,1.28608,103.552
,,1.28687,94.7127,1.2863,103.5874
,,1.28706,94.591,1.28652,103.8188
,,1.28725,94.7536,1.28672,104.1394
,,1.28744,95.2378,1.28692,104.2547
,,1.28763,95.9694,1.28711,104.1335
,,1.28781,96.2548,1.2873,103.7233
,,1.28801,96.4454,1.28749,103.2923
,,1.2882,96.1333,1.28768,102.9182
,,1.2884,95.6632,1.28787,103.1329
,,1.2886,95.2145,1.28806,103.8641
,,1.2888,95.0989,1.28825,104.6934
,,1.289,95.4418,1.28845,104.8305
,,1.2892,95.8288,1.28865,104.7108
,,1.28941,96.3184,1.28885,104.6253
,,1.28962,96.6654,1.28906,104.8021
,,1.28982,96.5794,1.28926,104.7048
,,1.29003,96.4543,1.28947,104.5074
,,1.29023,96.408,1.28967,104.3324
,,1.29044,96.6548,1.28988,104.1394
,,1.29065,96.7221,1.29008,103.9604
,,1.29086,96.545,1.29028,104.2357
,,1.29107,96.3045,1.29049,105.0805
,,1.29129,96.075,1.29069,105.8407
,,1.29149,96.1481,1.29091,105.8253
,,1.29169,96.7759,1.29112,105.7591
,,1.29187,97.5852,1.29134,105.9081
,,1.29205,98.0593,1.29154,105.8908
,,1.29223,97.8286,1.29174,105.2983
,,1.29242,97.6416,1.29192,104.8279
,,1.2926,97.1455,1.2921,104.771
,,1.2928,96.7868,1.29228,104.995
,,1.293,96.6042,1.29247,105.3215
,,1.2932,96.7814,1.29265,106.0219
,,1.29341,97.0618,1.29285,106.9248
,,1.29363,97.4664,1.29305,107.5844
,,1.29384,98.0019,1.29325,107.4732
,,1.29407,98.7186,1.29346,106.8235
,,1.29428,98.7609,1.29368,106.1739
,,1.2945,98.351,1.29391,105.8991
,,1.2947,97.7041,1.29413,105.7632
,,1.29488,97.4712,1.29435,105.7492
,,1.29507,97.4278,1.29456,106.1369
,,1.29524,97.598,1.29475,106.7518
,,1.29542,97.8815,1.29494,107.0538
,,1.2956,98.2728,1.29511,107.314
,,1.29578,98.4423,1.29528,107.7217
,,1.29598,98.8193,1.29546,108.0433
,,1.29619,99.3071,1.29564,107.7228
,,1.29641,99.6465,1.29582,107.2221
,,1.29664,99.4047,1.29602,107.0635
,,1.29688,98.9265,1.29623,107.2003
,,1.2971,98.3404,1.29646,107.1459
,,1.29732,97.9082,1.29669,107.4865
,,1.29753,97.737,1.29692,108.1342
,,1.29772,98.058,1.29715,108.6256
,,1.2979,98.5756,1.29736,108.3372
,,1.29807,99.1707,1.29756,108.031
,,1.29824,99.7537,1.29775,108.0991
,,1.29841,100.2691,1.29793,108.1891
,,1.29858,100.499,1.2981,107.8998
,,1.29877,100.3581,1.29827,107.7083
,,1.29897,99.8202,1.29845,108.0687
,,1.29918,99.283,1.29862,108.6965
,,1.2994,98.9286,1.29881,108.9748
,,1.29962,98.8909,1.29901,109.2528
,,1.29985,99.3421,1.29923,109.6651
,,1.30006,99.7532,1.29945,109.9458
,,1.30027,99.8152,1.29968,109.7586
,,1.30048,99.9023,1.2999,109.0757
,,1.30067,100.481,1.30012,108.6173
,,1.30087,100.7507,1.30033,108.3971
,,1.30106,100.5603,1.30053,108.4954
,,1.30125,100.4576,1.30073,108.9407
,,1.30144,100.5283,1.30092,109.6371
,,1.30164,100.2238,1.30111,110.2842
,,1.30184,99.7899,1.3013,110.3947
,,1.30204,99.8536,1.30149,110.2298
,,1.30225,100.4785,1.30168,110.2907
,,1.30245,100.8141,1.30187,110.6608
,,1.30266,100.9571,1.30207,110.556
,,1.30286,101.2958,1.30228,109.8241
,,1.30306,101.6411,1.30249,109.3422
,,1.30325,101.6063,1.3027,109.7369
,,1.30344,101.1409,1.30291,110.3389
,,1.30363,100.5594,1.30311,110.6064
,,1.30382,100.1687,1.30331,110.7118
,,1.30402,100.2041,1.30349,111.1621
,,1.30422,101.0553,1.30368,111.5124
,,1.30442,101.8207,1.30387,111.3849
,,1.30463,102.1099,1.30406,111.4764
,,1.30484,101.765,1.30426,111.5813
,,1.30505,101.8401,1.30447,111.5269
,,1.30525,102.0903,1.30469,110.7533
,,1.30545,102.1281,1.3049,109.9237
,,1.30564,102.0195,1.30511,109.9266
,,1.30583,101.6637,1.30531,110.9654
,,1.30603,100.788,1.30544,111.9844
,,1.30622,100.6619,1.30563,112.7019
,,1.30642,101.8804,1.30583,112.8408
,,1.30658,102.9838,1.30602,112.7669
,,1.30678,103.5493,1.30622,112.5529
,,1.30699,103.2309,1.30641,111.9345
,,1.30721,103.1268,1.30661,111.5469
,,1.30743,103.2476,1.30681,111.7748
,,1.30765,102.7216,1.30702,112.0577
,,1.30788,101.8248,1.30723,111.9836
,,1.30808,101.5614,1.30745,112.0853
,,1.30828,101.7863,1.30768,112.6458
,,1.30845,101.9627,1.3079,113.4627
,,1.30862,102.4222,1.30811,113.8172
,,1.30879,103.2648,1.3083,113.4243
,,1.30896,104.2002,1.30848,112.9632
,,1.30914,104.3756,1.30865,112.7256
,,1.30934,104.1617,1.30883,112.2965
,,1.30953,103.9627,1.309,111.9716
,,1.30974,103.5317,1.30919,112.469
,,1.30995,102.7713,1.30935,113.563
,,1.31017,102.459,1.30955,114.3762
,,1.3104,102.8845,1.30975,114.504
,,1.31062,103.36,1.30995,113.9906
,,1.31084,103.6194,1.31017,113.8455
,,1.31105,103.9517,1.31039,113.9188
,,1.31126,104.2291,1.31062,113.9501
,,1.31145,104.3561,1.31084,113.8492
,,1.31163,104.1921,1.31106,113.9271
,,1.3118,104.1785,1.31126,113.9362
,,1.31197,104.3065,1.31145,113.5541
,,1.31215,104.4043,1.31163,113.4438
,,1.31234,103.975,1.31181,114.202
,,1.31254,103.5083,1.31196,115.2177
,,1.31276,103.441,1.31214,115.7678
,,1.31299,104.2201,1.31233,115.4351
,,1.31322,105.0801,1.31253,114.8689
,,1.31344,105.8304,1.31275,114.6545
,,1.31365,105.7894,1.31297,114.7842
,,1.31385,105.3198,1.31319,114.8437
,,1.31404,104.8968,1.31341,114.7284
,,1.31422,104.6803,1.31363,114.7963
,,1.3144,104.3945,1.31384,115.0036
,,1.31458,104.2365,1.31403,115.4002
,,1.31475,104.1479,1.31422,115.8284
,,1.31493,104.4854,1.3144,116.2076
,,1.31512,105.2698,1.31458,116.2248
,,1.31529,106.3216,1.31475,115.795
,,1.31549,106.8092,1.31493,115.4502
,,1.31571,106.4411,1.31511,115.3875
,,1.31593,105.6914,1.3153,115.7686
,,1.31615,105.3457,1.3155,116.2223
,,1.31637,105.4174,1.31572,116.1571
,,1.31658,105.3179,1.31594,115.9708
,,1.31679,105.1822,1.31616,116.2173
,,1.31699,105.4746,1.31637,116.8942
,,1.31719,105.9946,1.31658,117.2818
,,1.31739,106.4987,1.31679,117.1492
,,1.31759,106.485,1.31699,116.9433
,,1.31778,106.7832,1.31719,116.6933
,,1.31798,107.0218,1.31739,116.1467
,,1.31817,106.8435,1.31758,115.9086
,,1.31837,106.3217,1.31778,116.6274
,,1.31858,106.0196,1.31798,117.6184
,,1.31878,106.1069,1.31818,117.8656
,,1.31899,106.3513,1.31839,117.7989
,,1.31918,106.6038,1.31859,118.0031
,,1.31938,107.0907,1.3188,118.3722
,,1.31957,107.1237,1.319,118.1922
,,1.31976,106.9418,1.3192,117.4482
,,1.31995,106.9575,1.3194,117.1393
,,1.32014,107.4386,1.31959,117.2937
,,1.32033,107.9791,1.31978,117.2588
,,1.32054,107.801,1.31997,117.1489
,,1.32075,107.3933,1.32016,117.5822
,,1.32096,106.9455,1.32034,118.5907
,,1.32118,106.7444,1.32054,119.5084
,,1.32139,107.0245,1.32074,119.6542
,,1.32159,107.3544,1.32095,119.1629
,,1.32179,108.0005,1.32117,118.4919
,,1.32198,108.5222,1.32137,117.9567
,,1.32217,108.6331,1.32157,117.699
,,1.32236,108.0955,1.32177,118.2082
,,1.32255,107.3746,1.32195,119.0585
,,1.32275,107.3977,1.32214,119.4514
,,1.32295,108.0075,1.32234,119.2865
,,1.32315,108.4498,1.32253,119.0235
,,1.32336,108.4649,1.32273,119.4183
,,1.32358,108.234,1.32293,119.8748
,,1.32381,108.2837,1.32314,120.0799
,,1.32404,108.5724,1.32335,119.8205
,,1.32426,108.9469,1.32357,119.2902
,,1.32447,109.24,1.32379,118.9557
,,1.32467,109.0427,1.32402,119.0034
,,1.32485,108.7671,1.32425,119.5696
,,1.32501,108.4068,1.32446,120.1666
,,1.32518,108.4647,1.32466,120.4255
,,1.32535,108.6297,1.32483,120.5702
,,1.32553,108.8588,1.325,120.3783
,,1.32571,109.1422,1.32517,120.4061
,,1.32591,109.3685,1.32534,120.4967
,,1.32612,109.6855,1.32551,120.6237
,,1.32633,110.004,1.3257,120.4572
,,1.32656,109.9854,1.32589,120.1357
,,1.32678,109.9418,1.32609,119.9931
,,1.32701,109.6395,1.32631,120.4671
,,1.32723,109.4085,1.32653,121.3982
,,1.32744,108.6481,1.32676,121.9588
,,1.32764,108.2294,1.32699,121.698
,,1.32783,108.8279,1.32721,121.5101
,,1.32795,109.8598,1.32743,121.2387
,,1.32809,110.9037,1.32764,120.9789
,,1.32826,111.4292,1.32783,120.8382
,,1.32844,111.1257,1.32801,121.014
,,1.32862,110.4968,1.32818,121.287
,,1.32881,110.3122,1.32835,121.2801
,,1.32902,110.328,1.32852,121.2835
,,1.32924,110.1483,1.32871,121.7124
,,1.32946,109.8886,1.3289,122.6073
,,1.32969,109.9417,1.32911,123.5223
,,1.32992,110.3627,1.32933,123.5487
,,1.33013,110.7005,1.32956,122.7359
,,1.33033,110.9531,1.32979,121.8224
,,1.33053,111.139,1.33002,121.4022
,,1.33072,111.1237,1.33023,121.5699
,,1.3309,111.0848,1.33043,121.8562
,,1.33109,111.1877,1.33062,122.1887
,,1.33127,111.1913,1.33081,122.6539
,,1.33145,110.9491,1.33099,122.962
,,1.33163,110.6679,1.33117,123.1488
,,1.33182,111.0282,1.33135,123.4119
,,1.33202,111.4952,1.33153,124.0741
,,1.33223,111.7229,1.33171,124.0566
,,1.33245,111.6561,1.3319,123.3208
,,1.33267,111.7655,1.33211,122.4514
,,1.33289,112.0322,1.33232,122.3721
,,1.33311,112.2464,1.33254,122.697
,,1.33332,112.1205,1.33276,122.8878
,,1.33352,111.6785,1.33298,123.4446
,,1.33371,111.2015,1.33317,124.4504
,,1.3339,111.3598,1.33338,125.1128
,,1.3341,111.8458,1.33358,124.8431
,,1.33431,112.3542,1.33378,124.2559
,,1.33451,112.5003,1.33397,124.0494
,,1.33472,112.6092,1.33418,124.0133
,,1.33492,112.595,1.33438,123.7641
,,1.33512,112.5798,1.33458,123.492
,,1.33531,112.7303,1.33479,123.7309
,,1.3355,112.8211,1.33499,124.3446
,,1.33568,112.5867,1.33518,124.9008
,,1.33587,112.4245,1.33538,125.0329
,,1.33606,112.2561,1.33557,125.288
,,1.33625,112.6997,1.33575,125.5982
,,1.33645,112.9388,1.33594,125.4635
,,1.33665,113.3454,1.33613,124.601
,,1.33685,113.7077,1.33632,124.3111
,,1.33706,113.9855,1.33651,124.6774
,,1.33728,113.8295,1.33671,125.0844
,,1.3375,113.2618,1.33691,125.3006
,,1.33773,112.8097,1.33712,125.6022
,,1.33796,112.629,1.33734,126.1418
,,1.33816,112.6696,1.33757,126.3339
,,1.33836,113.0747,1.33779,126.0227
,,1.33854,113.8636,1.33801,125.6521
,,1.33871,114.5052,1.33821,125.4819
,,1.33888,114.4666,1.3384,125.3668
,,1.33906,114.3868,1.33858,125.2131
,,1.33925,114.3588,1.33876,125.6291
,,1.33944,114.143,1.33894,126.5484
,,1.33964,113.8905,1.33913,126.9924
,,1.33985,113.9646,1.33932,126.6094
,,1.34007,113.9518,1.33952,126.3328
,,1.34029,113.9424,1.33972,126.5828
,,1.34052,113.9589,1.33994,126.9483
,,1.34075,114.644,1.34016,127.0415
,,1.34097,114.9613,1.34039,127.1359
,,1.34117,114.9876,1.34062,127.0956
,,1.34136,114.8098,1.34084,126.7864
,,1.34153,114.7475,1.34105,126.3628
,,1.3417,114.6736,1.34124,126.2812
,,1.34186,114.3727,1.34141,126.6548
,,1.34203,114.4143,1.34158,127.3052
,,1.3422,114.6968,1.34174,127.8794
,,1.34238,114.9131,1.34191,128.1435
,,1.34259,115.3049,1.34208,128.1932
,,1.3428,115.7186,1.34226,127.562
,,1.34302,116.0766,1.34245,127.1333
,,1.34325,115.8536,1.34266,127.3669
,,1.34347,115.5841,1.34288,127.7522
,,1.34369,115.6182,1.34311,127.8768
,,1.34391,115.5229,1.34334,127.8762
,,1.34411,115.4095,1.34356,128.0333
,,1.34432,115.4333,1.34378,128.4474
,,1.34451,115.3646,1.34399,128.8034
,,1.3447,115.3501,1.34419,128.9992
,,1.34488,115.5697,1.34438,128.7278
,,1.34506,116.1095,1.34457,128.3838
,,1.34525,116.4537,1.34475,128.119
,,1.34544,116.5665,1.34493,127.9076
,,1.34564,116.8968,1.34511,128.0732
,,1.34585,116.6134,1.3453,128.5811
,,1.34607,116.3094,1.3455,129.3053
,,1.34628,116.0068,1.3457,129.8868
,,1.34649,115.83,1.34592,129.8288
,,1.3467,115.7508,1.34614,129.5853
,,1.3469,116.0768,1.34635,129.4631
,,1.34709,117.0913,1.34656,129.3777
,,1.34728,117.7171,1.34676,129.3838
,,1.34747,117.6736,1.34696,129.3901
,,1.34766,117.4864,1.34715,129.2977
,,1.34785,117.2534,1.34734,128.971
,,1.34805,116.8731,1.34753,129.136
,,1.34825,116.4328,1.34772,130.0803
,,1.34846,116.506,1.34792,131.0171
,,1.34866,116.702,1.34812,131.2832
,,1.34886,116.786,1.34832,130.9706
,,1.34906,117.081,1.34853,130.4997
,,1.34927,117.6323,1.34873,130.0298
,,1.34947,118.5817,1.34893,129.8305
,,1.34968,118.957,1.34914,129.7905
,,1.34988,118.5054,1.34934,130.0932
,,1.35008,117.7339,1.34954,130.5563
