B2D1 Dis,B2D1 Force,B1D2 Dis,B1D2 Force,B1D3 Dis,B1D3 Force
,,1.0948,31.2841,1.09435,34.5541
,,1.09501,31.2798,1.09456,34.5407
,,1.09522,31.4394,1.09477,34.5465
,,1.09542,31.7073,1.09499,34.2565
,,1.09562,31.9046,1.0952,33.8509
,,1.09581,32.0377,1.0954,33.7577
,,1.09599,32.4958,1.09559,34.1356
,,1.09618,32.7661,1.09578,34.1705
,,1.09637,32.9752,1.09596,34.1635
,,1.09656,32.8308,1.09615,34.5275
,,1.09675,32.7383,1.09633,35.2691
,,1.09695,32.7356,1.09652,35.6476
,,1.09715,32.3366,1.09671,35.4612
,,1.09737,31.7849,1.09691,35.4134
,,1.09759,31.6826,1.09711,35.4248
,,1.09781,32.2271,1.09732,34.9194
,,1.09802,32.9505,1.09754,34.1956
,,1.09823,33.1637,1.09777,33.9498
,,1.09842,33.0307,1.09799,34.4764
,,1.09861,32.7278,1.0982,35.1009
,,1.0988,32.3475,1.0984,35.5103
,,1.09898,32.1331,1.09859,35.748
,,1.09916,32.0296,1.09878,35.8061
,,1.09935,32.1205,1.09896,35.4706
,,1.09954,32.0079,1.09915,35.2209
,,1.09974,32.2415,1.09934,35.1752
,,1.09996,32.6842,1.09953,35.525
,,1.10018,33.1924,1.09973,35.8438
,,1.1004,33.5486,1.09994,35.9718
,,1.10063,33.766,1.10016,35.5199
,,1.10084,33.7194,1.10038,35.21
,,1.10104,33.1807,1.1006,35.6076
,,1.10123,32.5385,1.10081,36.4478
,,1.10141,32.3322,1.10101,36.7852
,,1.10159,32.2015,1.1012,36.4075
,,1.10176,32.3563,1.10137,35.6275
,,1.10194,32.8258,1.10155,35.2186
,,1.10212,33.6386,1.10172,35.3828
,,1.10231,34.2457,1.10189,35.8879
,,1.1025,34.5122,1.10207,36.2808
,,1.10271,34.5477,1.10226,36.5694
,,1.10293,34.3431,1.10246,36.6418
,,1.10315,33.477,1.10267,36.5082
,,1.10337,32.6518,1.10289,36.7489
,,1.10359,32.203,1.10311,37.2654
,,1.10381,32.8306,1.10334,37.188
,,1.10402,33.5827,1.10357,36.5173
,,1.10422,34.0132,1.10378,35.8938
,,1.10441,34.1367,1.10399,35.8444
,,1.10459,34.3484,1.10419,36.1383
,,1.10477,34.7618,1.10438,36.71
,,1.10495,34.9442,1.10456,37.2315
,,1.10514,34.6259,1.10474,37.7916
,,1.10534,34.3063,1.10492,38.1289
,,1.10554,33.8905,1.1051,37.9467
,,1.10576,33.7253,1.1053,37.1288
,,1.10598,33.5433,1.1055,36.5784
,,1.1062,33.8636,1.10572,36.4801
,,1.10641,34.6299,1.10593,36.6372
,,1.10661,35.2291,1.10615,36.8012
,,1.10681,35.2708,1.10637,37.2257
,,1.107,34.9606,1.10658,37.8401
,,1.10719,34.7112,1.10678,38.1616
,,1.10737,34.6034,1.10697,38.1922
,,1.10756,34.3752,1.10717,38.1132
,,1.10775,34.5009,1.10735,37.8091
,,1.10794,34.6588,1.10754,37.4164
,,1.10814,34.8397,1.10773,37.1017
,,1.10834,34.9076,1.10792,37.2957
,,1.10855,34.9706,1.10811,37.7573
,,1.10876,35.6029,1.10831,38.2914
,,1.10897,35.98,1.10852,38.4404
,,1.10917,35.9249,1.10873,38.2809
,,1.10938,35.6074,1.10894,38.1921
,,1.10958,35.2844,1.10914,38.3027
,,1.10978,35.075,1.10935,38.4576
,,1.10998,34.6073,1.10955,38.4702
,,1.11018,34.4962,1.10974,38.4233
,,1.11037,34.9489,1.10994,38.2996
,,1.11057,35.843,1.11014,37.9898
,,1.11078,36.777,1.11034,37.7015
,,1.11099,36.8597,1.11054,38.0319
,,1.1112,36.3319,1.11075,38.996
,,1.11141,35.7646,1.11096,39.6178
,,1.11162,35.6789,1.11118,39.4725
,,1.11181,35.7893,1.11139,38.9182
,,1.112,35.5925,1.11159,38.6571
,,1.11219,35.385,1.11178,38.7733
,,1.11238,35.4336,1.11197,38.8778
,,1.11256,35.7078,1.11216,38.7254
,,1.11275,36.4599,1.11234,38.5336
,,1.11295,37.0946,1.11253,38.5441
,,1.11314,37.6128,1.11272,38.7664
,,1.11334,37.4919,1.11291,39.1648
,,1.11355,36.8973,1.1131,39.7497
,,1.11377,36.3968,1.11331,40.2826
,,1.11399,36.0134,1.11352,40.2861
,,1.11421,35.8102,1.11374,39.8571
,,1.11442,35.6775,1.11396,39.2605
,,1.11461,35.8675,1.11418,38.8712
,,1.1148,36.6051,1.1144,38.784
,,1.11499,37.0037,1.1146,38.9895
,,1.11517,37.3521,1.11479,39.2335
,,1.11536,37.3846,1.11497,39.6408
,,1.11554,37.759,1.11515,40.0265
,,1.11574,37.8798,1.11533,40.6207
,,1.11593,37.4548,1.11552,41.028
,,1.11614,36.9051,1.1157,40.9932
,,1.11636,36.6915,1.1159,40.2804
,,1.11658,36.7096,1.1161,39.4501
,,1.11681,36.735,1.11631,38.8893
,,1.11704,36.5434,1.11653,38.8513
,,1.11725,37.1109,1.11676,39.0499
,,1.11746,37.8037,1.11699,38.9634
,,1.11765,38.5656,1.11722,38.4198
,,1.11783,38.3425,1.11743,38.1989
,,1.11801,37.5506,1.11762,38.4831
,,1.11818,37.0752,1.11781,39.0069
,,1.11835,37.0625,1.11798,39.3315
,,1.11852,37.4001,1.11815,39.2005
,,1.11871,37.5561,1.11832,38.695
,,1.1189,37.5023,1.1185,38.3461
,,1.11911,37.7812,1.11868,38.1506
,,1.11933,38.0861,1.11888,38.2121
,,1.11955,38.554,1.11909,38.8331
,,1.11977,38.6027,1.11931,39.8504
,,1.11999,38.3995,1.11953,40.6461
,,1.12021,38.2382,1.11976,40.4908
,,1.12041,37.9009,1.11998,39.4334
,,1.12061,37.678,1.12019,38.6628
,,1.12081,37.5551,1.1204,38.2889
,,1.121,37.5641,1.12059,38.277
,,1.12118,37.8435,1.12078,38.5434
,,1.12137,38.2807,1.12097,39.2664
,,1.12156,39.2299,1.12116,39.7496
,,1.12176,39.7469,1.12134,39.7052
,,1.12196,39.6556,1.12153,39.6949
,,1.12217,39.1604,1.12172,40.1606
,,1.12239,38.6283,1.12192,40.858
,,1.12261,38.3575,1.12213,41.09
,,1.12282,37.8232,1.12234,40.4971
,,1.12302,37.6255,1.12256,39.7582
,,1.12321,38.2095,1.12277,39.1134
,,1.12338,39.2302,1.12297,39.0203
,,1.12357,40.0344,1.12317,39.1873
,,1.12376,39.8568,1.12336,40.0019
,,1.12395,39.8583,1.12355,40.833
,,1.12414,40.095,1.12374,41.0061
,,1.12434,39.9744,1.12393,40.6449
,,1.12454,39.435,1.12412,40.5658
,,1.12475,38.8218,1.12432,41.0073
,,1.12496,38.6113,1.12452,41.3266
,,1.12516,38.7321,1.12474,40.8367
,,1.12537,39.2429,1.12495,40.2679
,,1.12556,39.9142,1.12516,39.9898
,,1.12576,40.3046,1.12536,40.0997
,,1.12596,40.4899,1.12556,40.4315
,,1.12616,40.2699,1.12576,40.8103
,,1.12635,40.0909,1.12596,41.2448
,,1.12655,40.0925,1.12616,41.6332
,,1.12674,40.0232,1.12635,41.8603
,,1.12695,40.0393,1.12655,41.6647
,,1.12716,39.8713,1.12674,41.3301
,,1.12737,39.9652,1.12694,41.3625
,,1.12759,40.0211,1.12714,41.3229
,,1.12781,40.2902,1.12736,41.0387
,,1.12802,40.5482,1.12758,41.0129
,,1.12822,40.9064,1.1278,41.3202
,,1.12841,41.1867,1.12801,41.6814
,,1.12859,41.1664,1.12821,41.7688
,,1.12876,40.6582,1.1284,41.9663
,,1.12894,40.3656,1.12857,42.305
,,1.12912,40.0572,1.12875,42.2184
,,1.12931,39.9987,1.12893,41.7237
,,1.1295,40.2793,1.12911,41.3752
,,1.1297,41.1342,1.1293,41.743
,,1.12991,41.8976,1.12949,42.2287
,,1.13013,42.0668,1.12969,42.3809
,,1.13035,41.9192,1.1299,42.4324
,,1.13057,41.6051,1.13012,42.7535
,,1.13079,41.3033,1.13034,43.0702
,,1.131,41.1733,1.13056,42.972
,,1.1312,40.9838,1.13078,42.594
,,1.13139,40.8252,1.13099,42.307
,,1.13158,40.5544,1.13119,41.9456
,,1.13176,41.1589,1.13138,41.6675
,,1.13194,41.9407,1.13157,41.6174
,,1.13212,42.4748,1.13174,42.3454
,,1.13231,42.4254,1.1319,43.3752
,,1.13251,42.2867,1.13208,44.1515
,,1.13272,42.3634,1.13227,44.135
,,1.13294,42.3398,1.13247,43.7575
,,1.13316,42.0498,1.13268,43.3846
,,1.13338,41.7754,1.1329,43.0206
,,1.1336,41.4427,1.13313,42.747
,,1.1338,41.297,1.13336,42.9033
,,1.13399,41.2659,1.13358,43.2035
,,1.13417,42.004,1.13379,43.2154
,,1.13435,43.0853,1.13398,42.8677
,,1.13453,43.7413,1.13417,43.105
,,1.13471,43.7383,1.13435,43.8447
,,1.13489,43.1321,1.13452,44.4212
,,1.13508,42.3523,1.1347,44.2934
,,1.13528,41.8584,1.13488,44.0273
,,1.13549,41.814,1.13506,43.8364
,,1.13571,42.3701,1.13525,43.4372
,,1.13593,43.0227,1.13545,43.2921
,,1.13615,43.5522,1.13566,43.6588
,,1.13636,43.4002,1.13588,44.0831
,,1.13657,43.2103,1.1361,44.1867
,,1.13678,43.4924,1.13632,44.2562
,,1.13698,43.6092,1.13653,44.509
,,1.13717,43.3459,1.13674,44.5489
,,1.13736,42.8064,1.13694,44.598
,,1.13755,42.7235,1.13714,44.7169
,,1.13774,42.9498,1.13734,44.7972
,,1.13794,43.0834,1.13753,44.7435
,,1.13814,43.32,1.13772,44.5754
,,1.13835,43.8463,1.13791,44.333
,,1.13856,44.5209,1.13811,44.3886
,,1.13877,45.0064,1.13832,44.7795
,,1.13898,44.5544,1.13853,45.1769
,,1.13918,43.9083,1.13874,45.2085
,,1.13938,43.5191,1.13895,45.2006
,,1.13957,43.7008,1.13915,45.2476
,,1.13976,43.6635,1.13935,45.0848
,,1.13995,43.4285,1.13954,44.8849
,,1.14014,43.6578,1.13972,44.948
,,1.14033,44.2954,1.13991,45.2795
,,1.14052,44.6127,1.1401,45.3724
,,1.14072,44.8908,1.1403,45.4444
,,1.14092,45.1698,1.14049,45.7359
,,1.14113,45.3325,1.14069,46.262
,,1.14134,44.8577,1.1409,46.6605
,,1.14155,44.4403,1.1411,46.5986
,,1.14176,44.3937,1.14131,46.1271
,,1.14196,44.3865,1.14152,45.5168
,,1.14216,44.121,1.14173,45.1272
,,1.14236,44.12,1.14193,45.1232
,,1.14255,44.5518,1.14212,45.4835
,,1.14275,45.3861,1.14231,46.0522
,,1.14295,45.8889,1.14251,46.5732
,,1.14315,46.4334,1.1427,46.7147
,,1.14335,46.4792,1.1429,46.7819
,,1.14357,46.0565,1.1431,47.1457
,,1.14379,45.1172,1.14331,47.4918
,,1.14402,44.1976,1.14353,47.2434
,,1.14424,43.8739,1.14375,46.2852
,,1.14444,44.4867,1.14398,45.5559
,,1.14464,45.568,1.1442,45.4445
,,1.14482,46.2794,1.14441,46.1993
,,1.14499,46.0887,1.1446,47.0784
,,1.14516,46.0194,1.14479,47.7333
,,1.14533,46.3562,1.14496,47.9969
,,1.14551,46.9164,1.14513,47.672
,,1.14569,46.8114,1.1453,47.0788
,,1.14588,46.2531,1.14548,46.9839
,,1.14608,45.6681,1.14566,47.2794
,,1.1463,45.248,1.14585,47.3915
,,1.14652,45.1521,1.14606,47.0489
,,1.14674,45.7613,1.14627,46.9562
,,1.14697,46.5122,1.14649,46.9938
,,1.1472,47.295,1.14672,47.2729
,,1.14741,47.4805,1.14695,47.9732
,,1.14761,47.0922,1.14717,48.7316
,,1.1478,46.3878,1.14739,49.1925
,,1.14798,45.9948,1.14759,48.7572
,,1.14816,46.1479,1.14779,47.7296
,,1.14833,46.4941,1.14797,46.9676
,,1.14851,46.7484,1.14815,47.0069
,,1.14869,46.8806,1.14832,47.6795
,,1.14889,47.0057,1.14849,48.1242
,,1.1491,47.1687,1.14867,48.5082
,,1.14932,47.4192,1.14886,48.644
,,1.14955,48.0247,1.14907,48.8959
,,1.14978,48.1862,1.14928,49.1249
,,1.15001,47.5004,1.14951,49.193
,,1.15022,46.767,1.14974,48.9019
,,1.15042,46.6741,1.14996,48.6173
,,1.15061,47.1797,1.15018,48.2709
,,1.15079,47.2278,1.15038,48.2037
,,1.15097,47.1247,1.15057,48.2021
,,1.15115,47.3479,1.15076,48.6074
,,1.15132,48.1549,1.15094,49.0364
,,1.15151,48.7175,1.15112,49.3073
,,1.1517,48.7202,1.15129,49.6983
,,1.1519,48.3915,1.15148,50.0565
,,1.15211,48.2569,1.15167,50.0486
,,1.15233,47.8164,1.15188,49.6432
,,1.15255,47.4457,1.15209,49.5256
,,1.15276,47.4013,1.1523,49.6241
,,1.15297,47.9367,1.15252,49.3002
,,1.15318,48.369,1.15274,48.8705
,,1.15338,48.6089,1.15294,48.776
,,1.15358,48.959,1.15315,49.3846
,,1.15378,49.1481,1.15335,50.2501
,,1.15398,48.9848,1.15354,50.7964
,,1.15418,48.9265,1.15374,50.8226
,,1.15438,48.9704,1.15394,50.6056
,,1.15459,49.0098,1.15414,50.3347
,,1.15479,48.4396,1.15434,50.1783
,,1.15499,48.0664,1.15455,50.0464
,,1.15519,47.9911,1.15475,50.0742
,,1.15539,48.6632,1.15496,49.9727
,,1.15558,49.5473,1.15516,50.0855
,,1.15577,50.2136,1.15536,50.3963
,,1.15596,50.1796,1.15556,50.9593
,,1.15615,49.9036,1.15575,51.7066
,,1.15635,49.4643,1.15594,52.1137
,,1.15654,49.0523,1.15613,51.6989
,,1.15674,48.5616,1.15632,50.6032
,,1.15694,48.7726,1.15652,49.806
,,1.15715,49.3492,1.15671,49.8405
,,1.15737,49.9773,1.15691,50.5059
,,1.15759,50.2336,1.15711,51.37
,,1.15781,50.2183,1.15733,51.8491
,,1.15801,50.2297,1.15755,52.0071
,,1.15821,50.4828,1.15776,52.0156
,,1.15839,50.5977,1.15797,51.9665
,,1.15858,50.2748,1.15817,51.942
,,1.15876,49.668,1.15836,51.8404
,,1.15895,49.3413,1.15855,51.5004
,,1.15913,49.0984,1.15873,51.1555
,,1.15932,49.7061,1.15891,50.9688
,,1.15952,50.7856,1.1591,51.2553
,,1.15972,51.6037,1.15929,51.7298
,,1.15994,51.53,1.15948,52.5508
,,1.16017,51.0611,1.15969,53.1599
,,1.1604,50.9105,1.15991,53.1759
,,1.16063,50.8322,1.16013,52.9089
,,1.16085,50.5937,1.16037,52.5507
,,1.16105,50.3877,1.1606,52.1502
,,1.16124,50.3024,1.16082,51.7147
,,1.16141,50.4291,1.16102,51.6216
,,1.16157,50.6862,1.16121,51.9387
,,1.16174,51.1801,1.16138,52.2314
,,1.16191,51.7341,1.16155,52.5555
,,1.16208,52.1227,1.16171,53.1932
,,1.16227,52.0366,1.16188,53.8324
,,1.16247,51.4719,1.16206,53.9011
,,1.16268,51.3754,1.16224,53.585
,,1.1629,51.6804,1.16243,53.3171
,,1.16313,51.8566,1.16264,53.2348
,,1.16336,51.3977,1.16286,53.0039
,,1.16358,50.8984,1.16309,52.6821
,,1.1638,50.9777,1.16332,52.6491
,,1.16401,51.5598,1.16355,53.1216
,,1.1642,52.1178,1.16376,53.6013
,,1.16439,52.7856,1.16397,53.783
,,1.16458,53.1903,1.16417,53.8643
,,1.16476,53.0656,1.16435,54.1577
,,1.16493,52.1035,1.16454,54.394
,,1.16511,51.4614,1.16472,54.2486
,,1.1653,51.5656,1.16489,54.0425
,,1.16551,52.0913,1.16508,53.7554
,,1.16572,52.4678,1.16527,53.6999
,,1.16594,52.6863,1.16547,53.8099
,,1.16616,53.1159,1.16568,54.2278
,,1.16638,53.4946,1.16591,54.7035
,,1.16658,53.3401,1.16613,54.7811
,,1.16678,52.8897,1.16635,54.8352
,,1.16698,52.4916,1.16656,54.8828
,,1.16717,52.522,1.16676,54.8
,,1.16735,52.5207,1.16695,54.6345
,,1.16754,52.6363,1.16714,54.397
,,1.16772,52.8455,1.16733,54.2754
,,1.16791,53.1417,1.16752,54.3294
,,1.16811,53.4269,1.1677,54.5193
,,1.16831,53.8685,1.16789,54.8718
,,1.16852,54.2618,1.16809,55.3027
,,1.16872,54.6841,1.16829,55.8939
,,1.16893,54.1883,1.16849,56.275
,,1.16914,53.3204,1.1687,56.2361
,,1.16935,52.6676,1.1689,55.8224
,,1.16956,52.8895,1.16911,55.1716
,,1.16976,53.3514,1.16932,54.7991
,,1.16996,53.5948,1.16953,54.6597
,,1.17016,53.7748,1.16973,54.9
,,1.17036,54.191,1.16993,55.3485
,,1.17056,54.8052,1.17013,55.996
,,1.17077,55.1765,1.17032,56.7276
,,1.17098,54.9067,1.17053,57.1746
,,1.17119,54.5893,1.17073,57.059
,,1.1714,54.2664,1.17094,56.5627
,,1.1716,53.9668,1.17116,55.8713
,,1.17179,53.6261,1.17137,55.4584
,,1.17197,53.6829,1.17157,55.2953
,,1.17215,54.2212,1.17177,55.7199
,,1.17233,54.671,1.17195,56.4504
,,1.17252,55.053,1.17214,56.9178
,,1.17271,55.6559,1.17232,56.9439
,,1.17291,56.1661,1.17251,57.0415
,,1.17311,56.2967,1.1727,57.1916
,,1.17332,55.7531,1.1729,57.1561
,,1.17353,54.9464,1.1731,57.0318
,,1.17375,54.2628,1.1733,57.1445
,,1.17397,53.7664,1.17351,56.9699
,,1.1742,53.9719,1.17372,56.9168
,,1.17441,54.7489,1.17394,57.0542
,,1.1746,55.8207,1.17416,57.1323
,,1.17479,56.5746,1.17438,57.101
,,1.17498,56.4494,1.17459,57.349
,,1.17516,55.9318,1.17478,58.0154
,,1.17534,55.825,1.17497,58.2455
,,1.17552,56.0917,1.17515,57.883
,,1.1757,56.2002,1.17532,57.4802
,,1.17589,55.8378,1.1755,57.2489
,,1.17609,55.5384,1.17568,57.3454
,,1.1763,55.3985,1.17587,57.5547
,,1.17653,55.7273,1.17607,58.0744
,,1.17675,56.3975,1.17628,58.5407
,,1.17698,57.0038,1.1765,58.7884
,,1.17721,57.2479,1.17673,58.8823
,,1.17741,56.9296,1.17696,58.912
,,1.17761,56.5872,1.17719,58.8006
,,1.17779,56.2869,1.1774,58.4641
,,1.17797,55.9179,1.17761,57.8663
,,1.17814,55.7099,1.1778,57.6207
,,1.17831,55.71,1.17798,57.8978
,,1.17849,56.2517,1.17815,58.6542
,,1.17867,56.7878,1.17832,59.2464
,,1.17886,57.7769,1.1785,59.5686
,,1.17906,58.5471,1.17868,59.6982
,,1.17928,58.3982,1.17887,59.6344
,,1.1795,57.8124,1.17907,59.253
,,1.17973,57.4941,1.17928,59.1551
,,1.17995,57.2383,1.1795,59.4433
,,1.18017,56.7993,1.17972,59.6023
,,1.18038,56.2639,1.17994,59.231
,,1.18058,56.4708,1.18015,58.9462
,,1.18077,56.8931,1.18036,59.0643
,,1.18096,57.4915,1.18056,59.3441
,,1.18115,58.0597,1.18075,59.7665
,,1.18133,58.6961,1.18094,60.2609
,,1.18151,58.8791,1.18112,60.7009
,,1.1817,58.3221,1.1813,60.7657
,,1.1819,57.9276,1.18149,60.5469
,,1.18211,58.1615,1.18168,60.3556
,,1.18232,58.1944,1.18188,59.9923
,,1.18254,57.8641,1.1821,59.6895
,,1.18276,57.0896,1.18231,59.5866
,,1.18297,57.2864,1.18253,59.8648
,,1.18317,58.2102,1.18275,60.362
,,1.18337,59.1737,1.18296,60.8402
,,1.18356,59.4448,1.18316,61.2634
,,1.18375,59.3637,1.18335,61.5788
,,1.18393,59.2594,1.18354,61.6412
,,1.18412,59.0772,1.18372,61.1964
,,1.18432,58.7293,1.18391,60.4245
,,1.18453,58.6411,1.1841,60.1625
,,1.18475,58.5021,1.1843,60.6577
,,1.18496,58.4005,1.18451,61.2534
,,1.18517,58.0808,1.18472,61.5646
,,1.18537,58.6007,1.18493,61.5649
,,1.18556,59.6479,1.18513,61.8106
,,1.18576,60.6133,1.18534,62.0935
,,1.18596,60.793,1.18553,61.9168
,,1.18615,60.1576,1.18573,61.4733
,,1.18635,59.4731,1.18593,61.4028
,,1.18654,59.0121,1.18613,61.4401
,,1.18674,58.5944,1.18633,61.388
,,1.18694,58.9648,1.18652,61.5399
,,1.18715,59.8694,1.18672,62.0687
,,1.18737,60.6655,1.18692,62.5859
,,1.18759,60.52,1.18713,62.7265
,,1.18781,60.0709,1.18734,62.7591
,,1.18802,60.1302,1.18757,63.1071
,,1.18821,60.2073,1.18779,62.9811
,,1.18839,60.4303,1.188,62.1318
,,1.18856,60.3862,1.18819,61.5644
,,1.18874,60.1653,1.18837,62.1391
,,1.18892,59.9141,1.18855,62.778
,,1.1891,59.8631,1.18872,62.8998
,,1.18929,60.0128,1.1889,62.9432
,,1.18949,60.2943,1.18908,63.2851
,,1.18969,60.8588,1.18927,63.4669
,,1.1899,61.8748,1.18947,63.5569
,,1.19012,62.257,1.18967,63.5221
,,1.19034,61.7518,1.18988,63.4258
,,1.19056,60.8444,1.1901,63.2603
,,1.19078,60.2701,1.19032,63.1391
,,1.19099,60.027,1.19055,63.226
,,1.19118,60.1733,1.19077,63.5354
,,1.19137,60.8849,1.19098,63.8411
,,1.19155,61.5676,1.19118,63.8497
,,1.19172,61.7049,1.19137,63.7547
,,1.1919,61.5775,1.19155,63.9528
,,1.19208,61.6523,1.19172,64.0823
,,1.19227,62.0825,1.1919,64.2577
,,1.19247,62.321,1.19208,64.3109
,,1.19268,62.1714,1.19227,64.367
,,1.19291,61.7399,1.19246,64.2369
,,1.19314,61.4773,1.19268,64.0203
,,1.19337,61.2843,1.1929,64.2364
,,1.19359,61.1114,1.19313,64.6215
,,1.1938,61.3746,1.19335,64.7578
,,1.19399,62.0642,1.19357,64.7696
,,1.19418,62.8393,1.19378,64.837
,,1.19436,63.4132,1.19398,64.9845
,,1.19453,63.1869,1.19417,64.8769
,,1.1947,62.7251,1.19435,65.0882
,,1.19487,62.0051,1.19453,65.1279
,,1.19505,61.7393,1.19471,64.8701
,,1.19523,61.7668,1.19488,64.6105
,,1.19543,62.4613,1.19506,64.7435
,,1.19565,63.3054,1.19524,65.1831
,,1.19587,63.7024,1.19544,65.8777
,,1.19609,63.439,1.19565,66.5768
,,1.19631,63.0758,1.19586,66.6198
,,1.19653,62.6937,1.19608,66.0207
,,1.19674,62.915,1.1963,65.4251
,,1.19695,63.0629,1.19652,64.9473
,,1.19716,63.4192,1.19673,64.8035
,,1.19736,63.3263,1.19693,65.2889
,,1.19756,62.9325,1.19714,65.9997
,,1.19776,62.5262,1.19734,66.5376
,,1.19795,62.8399,1.19753,66.5933
,,1.19814,63.9521,1.19773,66.5908
,,1.19834,64.8668,1.19793,66.8523
,,1.19854,65.0236,1.19812,66.9693
,,1.19875,64.7214,1.19832,67.007
,,1.19895,63.9037,1.19853,66.5352
,,1.19915,63.2648,1.19873,66.032
,,1.19935,62.897,1.19893,65.7185
,,1.19954,63.0392,1.19913,65.8019
,,1.19973,63.3991,1.19932,66.482
,,1.19992,64.1166,1.19952,67.3398
,,1.20011,64.9667,1.19971,68.1243
,,1.20031,65.2178,1.1999,68.3173
,,1.20051,65.0101,1.2001,67.773
,,1.20072,64.8193,1.2003,67.2158
,,1.20094,64.8211,1.2005,67.0707
,,1.20115,64.8182,1.20071,67.0161
,,1.20137,64.5019,1.20092,66.7925
,,1.20158,64.2713,1.20114,66.9028
,,1.20178,63.9549,1.20135,67.5685
,,1.20197,63.9687,1.20155,67.9585
,,1.20216,64.5785,1.20175,67.9133
,,1.20234,65.6271,1.20195,68.0471
,,1.20253,66.2102,1.20214,68.5462
,,1.20272,66.0921,1.20233,69.003
,,1.20292,65.9998,1.20253,68.6999
,,1.20311,65.7667,1.20272,68.2462
,,1.20332,65.1472,1.20292,67.7816
,,1.20353,64.673,1.20312,67.6175
,,1.20375,64.8496,1.20332,67.7888
,,1.20397,65.2994,1.20354,68.3114
,,1.20419,65.5243,1.20375,69.0578
,,1.2044,65.4599,1.20397,69.3737
,,1.2046,65.9301,1.20418,69.3279
,,1.20479,66.3717,1.20439,69.039
,,1.20496,66.34,1.20458,69.0349
,,1.20513,66.0937,1.20476,69.1945
,,1.20531,66.055,1.20493,68.9647
,,1.20548,66.0915,1.2051,68.3453
,,1.20566,65.9486,1.20527,68.1034
,,1.20586,66.1519,1.20545,68.5464
,,1.20606,66.4444,1.20564,69.5193
,,1.20628,66.4017,1.20583,70.2879
,,1.2065,66.2883,1.20604,70.8725
,,1.20673,66.3128,1.20625,71.1677
,,1.20696,66.9492,1.20648,70.6077
,,1.20718,67.4898,1.20671,69.5622
,,1.2074,67.4581,1.20694,69.0603
,,1.2076,67.061,1.20717,69.467
,,1.2078,66.4864,1.20739,69.7108
,,1.20798,66.0087,1.2076,69.4788
,,1.20816,66.0917,1.2078,69.3277
,,1.20833,66.5735,1.20799,69.5769
,,1.2085,67.492,1.20816,70.3306
,,1.20868,67.9548,1.20834,71.0547
,,1.20888,68.389,1.20851,71.4903
,,1.20908,68.2825,1.20869,71.5979
,,1.2093,67.835,1.20888,71.3634
,,1.20953,67.6601,1.20909,70.8578
,,1.20976,67.6425,1.2093,70.7383
,,1.20998,67.4476,1.20953,70.7795
,,1.21019,67.0081,1.20976,70.7883
,,1.21039,66.6648,1.20998,70.4926
,,1.21058,67.1715,1.21019,70.3457
,,1.21077,67.6456,1.21039,70.6029
,,1.21095,68.4376,1.21058,71.3912
,,1.21113,68.9859,1.21076,72.3296
,,1.21131,69.0528,1.21094,72.6667
,,1.21149,68.5439,1.21112,72.313
,,1.21168,68.0477,1.2113,71.763
,,1.21188,67.878,1.21148,71.2203
,,1.21209,67.7401,1.21167,70.9637
,,1.21231,67.5564,1.21187,71.0687
,,1.21253,68.1222,1.21208,71.7302
,,1.21275,68.7475,1.21229,72.4268
,,1.21296,69.3754,1.2125,72.8868
,,1.21317,69.5328,1.21272,73.0043
,,1.21337,69.7602,1.21293,73.1002
,,1.21357,69.6034,1.21314,73.069
,,1.21377,68.8955,1.21334,72.541
,,1.21396,68.7339,1.21355,71.8228
,,1.21416,68.955,1.21375,71.5331
,,1.21436,69.0529,1.21395,71.9084
,,1.21457,68.9043,1.21415,72.6751
,,1.21477,68.8071,1.21436,73.406
,,1.21498,69.0836,1.21456,73.9389
,,1.21518,69.3296,1.21477,73.7918
,,1.21537,69.7758,1.21497,73.3927
,,1.21557,70.4265,1.21517,73.0326
,,1.21576,70.8582,1.21537,73.0086
,,1.21595,70.7094,1.21556,72.9156
,,1.21614,69.9509,1.21576,72.8473
,,1.21633,69.2508,1.21595,73.3834
,,1.21652,69.0994,1.21614,73.7811
,,1.21671,69.3328,1.21633,73.5811
,,1.21691,70.0089,1.21652,73.4369
,,1.21712,70.5681,1.21672,74.1658
,,1.21733,71.1759,1.21692,75.2147
,,1.21755,71.2233,1.21712,75.2281
,,1.21777,70.9913,1.21733,74.5681
,,1.21798,70.7846,1.21754,73.8527
,,1.21818,70.5601,1.21776,73.5856
,,1.21837,70.4009,1.21796,73.4863
,,1.21855,70.2979,1.21816,73.81
,,1.21873,70.2462,1.21835,74.3019
,,1.21892,70.219,1.21854,74.8049
,,1.21911,70.2744,1.21872,74.8621
,,1.2193,70.7772,1.2189,74.8376
,,1.2195,71.6813,1.21909,74.9057
,,1.21971,72.5961,1.21928,75.3321
,,1.21992,73.0193,1.21948,75.6349
,,1.22015,72.4836,1.21969,75.4392
,,1.22037,71.3823,1.2199,75.0839
,,1.2206,70.3218,1.22013,74.9612
,,1.22081,69.8787,1.22036,74.7333
,,1.22101,70.4474,1.22058,74.5863
,,1.22119,71.4135,1.2208,75.2409
,,1.22136,72.38,1.22099,76.3239
,,1.22152,72.6852,1.22118,76.62
,,1.22169,72.4253,1.22135,75.9572
,,1.22187,72.1444,1.22152,75.4744
,,1.22205,72.1579,1.22169,75.8806
,,1.22223,72.5094,1.22186,76.1576
